id,artifact_id,finding_type,recommendation,description,repro_command,remediation,created_at,scan_id,type,severity,attack_type_code,state,eal_low,eal_ml,eal_high,eal_daily
790,1156,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9…,,,2025-07-22 11:47:24.648+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
791,1157,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: eyJpc3MiOiJzdXBhYmFzZSIsInJlZiI6Im1xb3FkZGR6cnd2b25rbHNwcmdiIiwicm9sZSI6ImFub24i…,,,2025-07-22 11:47:24.65+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
792,1158,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9…,,,2025-07-22 11:47:24.653+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
793,1159,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: eyJpc3MiOiJzdXBhYmFzZSIsInJlZiI6Im1xb3FkZGR6cnd2b25rbHNwcmdiIiwicm9sZSI6ImFub24i…,,,2025-07-22 11:47:24.655+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
794,1160,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9…,,,2025-07-22 11:47:24.657+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
795,1161,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: eyJpc3MiOiJzdXBhYmFzZSIsInJlZiI6Im1xb3FkZGR6cnd2b25rbHNwcmdiIiwicm9sZSI6ImFub24i…,,,2025-07-22 11:47:24.659+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
796,1162,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9…,,,2025-07-22 11:47:24.661+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
797,1163,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: eyJpc3MiOiJzdXBhYmFzZSIsInJlZiI6Im1xb3FkZGR6cnd2b25rbHNwcmdiIiwicm9sZSI6ImFub24i…,,,2025-07-22 11:47:24.664+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
798,1164,DATABASE_EXPOSURE,"CRITICAL: Database access exposed! Rotate credentials IMMEDIATELY and restrict database access. This allows full database access including reading, modifying, and deleting all data.",Exposed Database Password in client-side code. This grants FULL DATABASE ACCESS. Sample: p});if(s||!r.user){console.error(…,,,2025-07-22 11:47:24.666+00,MnaLmSoHfw5,DATABASE_EXPOSURE,CRITICAL,,active,80000,200000,400000,0
799,1165,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed Generic API Key in client asset. Sample: this.socket.accessTokenValue…,,,2025-07-22 11:47:24.669+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,HIGH,TECHNOLOGY_STACK_ATTACK,active,10800,27000,54000,0
800,1166,DATABASE_EXPOSURE,"CRITICAL: Database access exposed! Rotate credentials IMMEDIATELY and restrict database access. This allows full database access including reading, modifying, and deleting all data.","Exposed Database Password in client-side code. This grants FULL DATABASE ACCESS. Sample: C,options:{data:{full_name:N}}});if(t)throw…",,,2025-07-22 11:47:24.671+00,MnaLmSoHfw5,DATABASE_EXPOSURE,CRITICAL,,active,80000,200000,400000,0
801,1167,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: Yzk3ZWE2ZjUxZjViMzExZTBjMTNjZGI1MjE2NDJkZWM7MDNmZTdjYjg7NTQzNzc4OThiNDc4MmMxODJl…,,,2025-07-22 11:47:24.674+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
802,1168,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: 49f9376ab0e0749be31a21d9b1e9cc98…,,,2025-07-22 11:47:24.676+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
803,1169,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: Yzk3ZWE2ZjUxZjViMzExZTBjMTNjZGI1MjE2NDJkZWM7YmIwNzAwMGE7N2ZhYzNhMmZhY2ZkZmFlOGYy…,,,2025-07-22 11:47:24.678+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
804,1170,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: c159UKUTzXDopvc3vXEiF30kQJyjn45SFdaOEiA…,,,2025-07-22 11:47:24.681+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
805,1171,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: f3015cb9f8830e05fb32e801ecd19b26…,,,2025-07-22 11:47:24.683+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
806,1172,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: Yzk3ZWE2ZjUxZjViMzExZTBjMTNjZGI1MjE2NDJkZWM7ZmY0NDRmMzA7MWRiNDcwODYxMzhjZTVjOWQ1…,,,2025-07-22 11:47:24.685+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
807,1173,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: 86a09451fba9302b1eed4f0a2abded95…,,,2025-07-22 11:47:24.687+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
808,1174,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: YWQ2OWUzYzhlOTBmM2JiNWI0MzZlNmU3ZDlkOTRhOWU7N2U4ZGZkOGM7ZjZlNjMwNTIxMjZjZTI5OTAz…,,,2025-07-22 11:47:24.69+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
809,1175,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: e9492eeccfdf91aab8ddcb4d2b5b3f22…,,,2025-07-22 11:47:24.692+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
810,1176,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: YjBmYmM5MGZhMzU3NjhkYTBhZTE0Y2U3ODhhMDgxOGY7ODFiNzQwNjA7YTA1NzFjYjBhMWQwOGRhZWEy…,,,2025-07-22 11:47:24.695+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
811,1177,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: ba70e042e1454d55b4d79f4d2bd95c1e…,,,2025-07-22 11:47:24.697+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
812,1178,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: Yzk3ZWE2ZjUxZjViMzExZTBjMTNjZGI1MjE2NDJkZWM7YzdlMzFlMmM7NjMxNTFhN2VjMTlkOGNkOTRk…,,,2025-07-22 11:47:24.7+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
813,1179,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: aaa944ed3b8e56a7ae298fc3a2967b1a…,,,2025-07-22 11:47:24.702+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
814,1180,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: Yzk3ZWE2ZjUxZjViMzExZTBjMTNjZGI1MjE2NDJkZWM7MjE5OTY5OTY7NDIzZmY5ZjJhZTA1YWI2NDNh…,,,2025-07-22 11:47:24.704+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
815,1181,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: 66c1fa403407864c84cbf5ea7edf917a…,,,2025-07-22 11:47:24.707+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
816,1182,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: Yzk3ZWE2ZjUxZjViMzExZTBjMTNjZGI1MjE2NDJkZWM7Njc2MDA4ODg7NmU3MzliYjg0M2EyZmE4Zjgw…,,,2025-07-22 11:47:24.71+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
817,1183,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: dfc60f45365d64994614bac711831b44…,,,2025-07-22 11:47:24.712+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
819,1185,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: YjBmYmM5MGZhMzU3NjhkYTBhZTE0Y2U3ODhhMDgxOGY7MjE3MGFkMDA7ZTc4ZTZhOTVmZTEyOGYxMTk3…,,,2025-07-22 11:47:24.714+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
820,1186,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: d42b980e32c961f5845659fa5f89a434…,,,2025-07-22 11:47:24.717+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
821,1187,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: d493f8907bffa6368b16e2e7f53b3364…,,,2025-07-22 11:47:24.719+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
822,1188,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: a09b956e25061a001ed0290c85676c39…,,,2025-07-22 11:47:24.721+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
823,1189,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: YjBmYmM5MGZhMzU3NjhkYTBhZTE0Y2U3ODhhMDgxOGY7MTgzMDJjNDM7YTdkZjU3MDliZmI1ZDE0ZTQz…,,,2025-07-22 11:47:24.724+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
824,1190,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: 54234d27fe205b3f164e88ed1261bffe…,,,2025-07-22 11:47:24.726+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
825,1191,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: Yzk3ZWE2ZjUxZjViMzExZTBjMTNjZGI1MjE2NDJkZWM7YWY0MTM2ODg7NDVlN2ZiODk3OWQ5MjI4ZGNj…,,,2025-07-22 11:47:24.728+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
826,1192,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: 33258f18e7822154ea86def38c5bdfbf…,,,2025-07-22 11:47:24.73+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
827,1193,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: MjFhNThhNGJmY2JmMTc1MGVhOWE4NjMzNWNiZmE2MDY7ZmVlMGMzMmU7ZGVjYmZhZWE0ZDEzZWViMTlm…,,,2025-07-22 11:47:24.732+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
828,1194,CLIENT_SIDE_SECRET_EXPOSURE,Revoke / rotate this credential immediately; it is publicly downloadable.,Exposed High-entropy token - potential secret in client asset. Sample: d27a7cc9eefa5121d45d6467a1b508f1…,,,2025-07-22 11:47:24.734+00,MnaLmSoHfw5,CLIENT_SIDE_SECRET_EXPOSURE,MEDIUM,TECHNOLOGY_STACK_ATTACK,active,7200,18000,36000,0
